in_ptr,in_v1,in_v2,in_v3,in_v4,in_v5,in_v6,in_v7,in_v8,in_v9,in_v10,in_v11,in_v12,in_v13,in_v14,in_v15,in_v16,out_ptr,out_v1,out_v2,out_v3,out_v4,out_v5,out_v6,out_v7,out_v8,out_v9,out_v10,out_v11,out_v12,out_v13,out_v14,out_v15,out_v16
3,71,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,50,45,77,17,0,0,0,0,0,0,0,0,0,0,0,0,3,50,45,77,0,0,0,0,0,0,0,0,0,0,0,0,0
3,19,64,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,66,20,93,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,77,7,22,5,62,0,0,0,0,0,0,0,0,0,0,0,4,77,7,22,5,0,0,0,0,0,0,0,0,0,0,0,0
16,44,97,80,45,77,33,26,97,54,50,1,69,98,62,26,96,15,44,97,80,45,77,33,26,97,54,50,1,69,98,62,26,0
7,60,80,8,70,84,6,12,0,0,0,0,0,0,0,0,0,6,60,80,8,70,84,6,0,0,0,0,0,0,0,0,0,0
10,6,75,93,37,5,22,41,61,7,57,0,0,0,0,0,0,9,6,75,93,37,5,22,41,61,7,0,0,0,0,0,0,0
7,17,24,52,22,91,39,46,0,0,0,0,0,0,0,0,0,6,17,24,52,22,91,39,0,0,0,0,0,0,0,0,0,0
13,1,81,49,37,64,85,4,31,83,59,54,67,53,0,0,0,12,1,81,49,37,64,85,4,31,83,59,54,67,0,0,0,0
12,37,70,84,64,77,45,28,97,32,12,40,51,0,0,0,0,11,37,70,84,64,77,45,28,97,32,12,40,0,0,0,0,0
7,91,76,92,27,73,44,27,0,0,0,0,0,0,0,0,0,6,91,76,92,27,73,44,0,0,0,0,0,0,0,0,0,0
13,48,53,73,31,80,90,20,49,4,43,54,13,38,0,0,0,12,48,53,73,31,80,90,20,49,4,43,54,13,0,0,0,0
13,80,59,76,77,91,84,27,92,16,11,49,79,71,0,0,0,12,80,59,76,77,91,84,27,92,16,11,49,79,0,0,0,0
11,32,13,2,75,9,66,27,42,43,79,45,0,0,0,0,0,10,32,13,2,75,9,66,27,42,43,79,0,0,0,0,0,0
16,47,29,77,1,41,42,60,41,23,91,22,79,90,83,29,58,15,47,29,77,1,41,42,60,41,23,91,22,79,90,83,29,0
15,89,28,92,19,63,79,22,22,63,84,61,15,71,41,6,0,14,89,28,92,19,63,79,22,22,63,84,61,15,71,41,0,0
3,84,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,22,72,34,16,36,54,20,85,95,28,7,33,42,0,0,0,12,22,72,34,16,36,54,20,85,95,28,7,33,0,0,0,0
5,33,32,94,27,46,0,0,0,0,0,0,0,0,0,0,0,4,33,32,94,27,0,0,0,0,0,0,0,0,0,0,0,0
16,95,11,88,33,4,7,44,80,15,15,8,91,9,32,99,77,15,95,11,88,33,4,7,44,80,15,15,8,91,9,32,99,0
9,18,26,28,35,43,47,87,21,30,0,0,0,0,0,0,0,8,18,26,28,35,43,47,87,21,0,0,0,0,0,0,0,0
6,77,82,100,56,29,95,0,0,0,0,0,0,0,0,0,0,5,77,82,100,56,29,0,0,0,0,0,0,0,0,0,0,0
11,95,1,28,81,20,90,71,77,75,26,20,0,0,0,0,0,10,95,1,28,81,20,90,71,77,75,26,0,0,0,0,0,0
7,31,25,49,94,99,22,4,0,0,0,0,0,0,0,0,0,6,31,25,49,94,99,22,0,0,0,0,0,0,0,0,0,0
7,32,6,79,75,4,87,92,0,0,0,0,0,0,0,0,0,6,32,6,79,75,4,87,0,0,0,0,0,0,0,0,0,0
8,91,7,95,77,2,11,58,41,0,0,0,0,0,0,0,0,7,91,7,95,77,2,11,58,0,0,0,0,0,0,0,0,0
3,83,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,60,25,4,43,97,0,0,0,0,0,0,0,0,0,0,0,4,60,25,4,43,0,0,0,0,0,0,0,0,0,0,0,0
3,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,82,94,57,52,50,74,38,70,0,0,0,0,0,0,0,0,7,82,94,57,52,50,74,38,0,0,0,0,0,0,0,0,0
3,32,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,71,17,49,68,89,25,51,68,41,54,20,85,0,0,0,12,1,71,17,49,68,89,25,51,68,41,54,20,0,0,0,0
16,40,97,5,59,41,28,39,88,71,71,79,57,42,21,6,9,15,40,97,5,59,41,28,39,88,71,71,79,57,42,21,6,0
11,57,24,88,44,32,7,98,79,84,22,20,0,0,0,0,0,10,57,24,88,44,32,7,98,79,84,22,0,0,0,0,0,0
7,12,72,98,61,51,71,8,0,0,0,0,0,0,0,0,0,6,12,72,98,61,51,71,0,0,0,0,0,0,0,0,0,0
3,28,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,64,99,30,99,7,13,26,16,73,62,92,60,0,0,0,0,11,64,99,30,99,7,13,26,16,73,62,92,0,0,0,0,0
16,97,18,82,76,80,35,92,52,73,19,59,90,59,10,50,57,15,97,18,82,76,80,35,92,52,73,19,59,90,59,10,50,0
1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,52,69,35,61,0,0,0,0,0,0,0,0,0,0,0,0,3,52,69,35,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26,69,42,92,25,0,0,0,0,0,0,0,0,0,0,0,4,26,69,42,92,0,0,0,0,0,0,0,0,0,0,0,0
13,30,46,38,31,49,60,20,56,30,53,30,52,6,0,0,0,12,30,46,38,31,49,60,20,56,30,53,30,52,0,0,0,0
6,45,31,11,75,87,28,0,0,0,0,0,0,0,0,0,0,5,45,31,11,75,87,0,0,0,0,0,0,0,0,0,0,0
2,57,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,52,24,33,97,80,0,0,0,0,0,0,0,0,0,0,0,4,52,24,33,97,0,0,0,0,0,0,0,0,0,0,0,0
8,83,15,75,70,28,23,41,3,0,0,0,0,0,0,0,0,7,83,15,75,70,28,23,41,0,0,0,0,0,0,0,0,0
3,91,64,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,24,55,96,25,9,28,0,0,0,0,0,0,0,0,0,0,5,24,55,96,25,9,0,0,0,0,0,0,0,0,0,0,0
14,55,76,62,7,99,20,88,8,96,50,2,24,33,44,0,0,13,55,76,62,7,99,20,88,8,96,50,2,24,33,0,0,0
9,5,29,93,30,98,46,98,48,37,0,0,0,0,0,0,0,8,5,29,93,30,98,46,98,48,0,0,0,0,0,0,0,0
8,99,10,89,95,89,30,33,59,0,0,0,0,0,0,0,0,7,99,10,89,95,89,30,33,0,0,0,0,0,0,0,0,0
14,87,35,31,55,78,25,93,96,59,22,79,18,38,99,0,0,13,87,35,31,55,78,25,93,96,59,22,79,18,38,0,0,0
10,37,95,12,76,43,100,85,58,30,19,0,0,0,0,0,0,9,37,95,12,76,43,100,85,58,30,0,0,0,0,0,0,0
15,34,62,11,18,63,98,58,37,37,31,8,21,4,28,56,0,14,34,62,11,18,63,98,58,37,37,31,8,21,4,28,0,0
14,73,82,70,12,59,60,17,38,3,84,62,2,77,88,0,0,13,73,82,70,12,59,60,17,38,3,84,62,2,77,0,0,0
2,15,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,73,76,8,59,36,92,26,76,8,23,40,57,85,94,3,64,15,73,76,8,59,36,92,26,76,8,23,40,57,85,94,3,0
11,12,87,69,96,31,35,35,40,42,35,81,0,0,0,0,0,10,12,87,69,96,31,35,35,40,42,35,0,0,0,0,0,0
12,69,67,95,82,67,33,85,76,5,78,62,65,0,0,0,0,11,69,67,95,82,67,33,85,76,5,78,62,0,0,0,0,0
6,93,43,57,8,61,60,0,0,0,0,0,0,0,0,0,0,5,93,43,57,8,61,0,0,0,0,0,0,0,0,0,0,0
2,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,71,56,40,68,97,94,0,0,0,0,0,0,0,0,0,0,5,71,56,40,68,97,0,0,0,0,0,0,0,0,0,0,0
1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,99,52,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,82,59,7,47,77,77,31,33,0,0,0,0,0,0,0,8,15,82,59,7,47,77,77,31,0,0,0,0,0,0,0,0
11,47,5,60,71,9,24,41,63,45,59,25,0,0,0,0,0,10,47,5,60,71,9,24,41,63,45,59,0,0,0,0,0,0
9,89,61,19,85,21,14,22,100,55,0,0,0,0,0,0,0,8,89,61,19,85,21,14,22,100,0,0,0,0,0,0,0,0
15,16,28,53,21,62,63,8,14,25,16,47,73,90,9,68,0,14,16,28,53,21,62,63,8,14,25,16,47,73,90,9,0,0
13,82,63,25,52,41,93,100,81,63,90,40,63,29,0,0,0,12,82,63,25,52,41,93,100,81,63,90,40,63,0,0,0,0
7,42,89,82,58,59,41,32,0,0,0,0,0,0,0,0,0,6,42,89,82,58,59,41,0,0,0,0,0,0,0,0,0,0
11,41,3,55,65,33,24,28,6,53,57,66,0,0,0,0,0,10,41,3,55,65,33,24,28,6,53,57,0,0,0,0,0,0
2,43,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25,94,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,57,22,41,73,56,58,91,77,53,70,72,58,0,0,0,0,11,57,22,41,73,56,58,91,77,53,70,72,0,0,0,0,0
11,97,4,82,60,77,51,11,12,52,61,81,0,0,0,0,0,10,97,4,82,60,77,51,11,12,52,61,0,0,0,0,0,0
7,51,95,59,93,71,65,12,0,0,0,0,0,0,0,0,0,6,51,95,59,93,71,65,0,0,0,0,0,0,0,0,0,0
8,67,34,6,61,65,98,17,72,0,0,0,0,0,0,0,0,7,67,34,6,61,65,98,17,0,0,0,0,0,0,0,0,0
7,10,55,34,11,39,52,37,0,0,0,0,0,0,0,0,0,6,10,55,34,11,39,52,0,0,0,0,0,0,0,0,0,0
7,41,34,41,21,99,79,96,0,0,0,0,0,0,0,0,0,6,41,34,41,21,99,79,0,0,0,0,0,0,0,0,0,0
11,93,58,39,99,62,12,95,4,40,67,36,0,0,0,0,0,10,93,58,39,99,62,12,95,4,40,67,0,0,0,0,0,0
5,48,22,24,32,43,0,0,0,0,0,0,0,0,0,0,0,4,48,22,24,32,0,0,0,0,0,0,0,0,0,0,0,0
2,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,76,46,35,47,10,75,91,56,92,9,35,17,64,41,53,2,15,76,46,35,47,10,75,91,56,92,9,35,17,64,41,53,0
15,69,8,3,37,81,51,39,33,48,7,10,60,80,97,40,0,14,69,8,3,37,81,51,39,33,48,7,10,60,80,97,0,0
6,98,23,69,46,40,79,0,0,0,0,0,0,0,0,0,0,5,98,23,69,46,40,0,0,0,0,0,0,0,0,0,0,0
8,20,57,10,8,85,93,26,41,0,0,0,0,0,0,0,0,7,20,57,10,8,85,93,26,0,0,0,0,0,0,0,0,0
13,10,83,8,31,87,1,94,80,20,15,47,1,27,0,0,0,12,10,83,8,31,87,1,94,80,20,15,47,1,0,0,0,0
8,94,63,62,39,23,36,61,33,0,0,0,0,0,0,0,0,7,94,63,62,39,23,36,61,0,0,0,0,0,0,0,0,0
14,32,27,43,73,78,25,82,35,78,87,2,95,17,96,0,0,13,32,27,43,73,78,25,82,35,78,87,2,95,17,0,0,0
2,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,27,60,79,49,46,70,61,24,93,52,32,70,45,29,0,0,13,27,60,79,49,46,70,61,24,93,52,32,70,45,0,0,0
15,59,31,6,79,42,85,40,83,47,16,31,24,14,82,57,0,14,59,31,6,79,42,85,40,83,47,16,31,24,14,82,0,0
4,82,71,95,87,0,0,0,0,0,0,0,0,0,0,0,0,3,82,71,95,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,98,57,43,20,0,0,0,0,0,0,0,0,0,0,0,4,4,98,57,43,0,0,0,0,0,0,0,0,0,0,0,0
1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,50,42,23,46,9,40,87,80,19,0,0,0,0,0,0,0,8,50,42,23,46,9,40,87,80,0,0,0,0,0,0,0,0
9,51,95,9,82,52,99,27,4,48,0,0,0,0,0,0,0,8,51,95,9,82,52,99,27,4,0,0,0,0,0,0,0,0
8,8,24,96,18,18,52,27,12,0,0,0,0,0,0,0,0,7,8,24,96,18,18,52,27,0,0,0,0,0,0,0,0,0
16,1,52,100,34,57,3,84,85,42,39,55,67,33,88,82,73,15,1,52,100,34,57,3,84,85,42,39,55,67,33,88,82,0
16,52,77,45,12,35,81,53,21,31,69,49,39,67,86,94,37,15,52,77,45,12,35,81,53,21,31,69,49,39,67,86,94,0
10,81,47,91,23,87,48,90,38,27,2,0,0,0,0,0,0,9,81,47,91,23,87,48,90,38,27,0,0,0,0,0,0,0
12,73,64,41,47,53,93,95,36,39,56,6,84,0,0,0,0,11,73,64,41,47,53,93,95,36,39,56,6,0,0,0,0,0
14,83,89,79,34,34,65,97,51,49,89,14,13,17,5,0,0,13,83,89,79,34,34,65,97,51,49,89,14,13,17,0,0,0
3,25,96,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,14,42,68,58,90,7,88,0,0,0,0,0,0,0,0,0,6,14,42,68,58,90,7,0,0,0,0,0,0,0,0,0,0
4,1,54,40,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,54,40,0,0,0,0,0,0,0,0,0,0,0,0,0
5,48,42,84,30,39,0,0,0,0,0,0,0,0,0,0,0,4,48,42,84,30,0,0,0,0,0,0,0,0,0,0,0,0
6,100,68,2,42,40,43,0,0,0,0,0,0,0,0,0,0,5,100,68,2,42,40,0,0,0,0,0,0,0,0,0,0,0
10,48,54,7,9,45,59,86,35,43,99,0,0,0,0,0,0,9,48,54,7,9,45,59,86,35,43,0,0,0,0,0,0,0
9,43,77,40,39,58,57,26,69,39,0,0,0,0,0,0,0,8,43,77,40,39,58,57,26,69,0,0,0,0,0,0,0,0
9,70,84,5,86,43,12,14,52,55,0,0,0,0,0,0,0,8,70,84,5,86,43,12,14,52,0,0,0,0,0,0,0,0
2,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,29,24,72,39,39,4,40,37,19,53,5,40,23,41,27,9,15,29,24,72,39,39,4,40,37,19,53,5,40,23,41,27,0
15,62,22,9,8,9,37,6,26,3,57,1,90,50,57,73,0,14,62,22,9,8,9,37,6,26,3,57,1,90,50,57,0,0
6,59,46,51,84,76,93,0,0,0,0,0,0,0,0,0,0,5,59,46,51,84,76,0,0,0,0,0,0,0,0,0,0,0
7,17,37,62,53,79,41,66,0,0,0,0,0,0,0,0,0,6,17,37,62,53,79,41,0,0,0,0,0,0,0,0,0,0
13,33,87,5,70,3,70,45,49,30,39,18,45,85,0,0,0,12,33,87,5,70,3,70,45,49,30,39,18,45,0,0,0,0
2,43,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,60,31,98,5,31,69,91,21,67,0,0,0,0,0,0,0,8,60,31,98,5,31,69,91,21,0,0,0,0,0,0,0,0
11,49,77,94,92,62,53,36,25,8,7,65,0,0,0,0,0,10,49,77,94,92,62,53,36,25,8,7,0,0,0,0,0,0
6,87,54,55,10,63,22,0,0,0,0,0,0,0,0,0,0,5,87,54,55,10,63,0,0,0,0,0,0,0,0,0,0,0
16,95,78,12,1,83,51,50,18,61,98,93,67,38,62,59,46,15,95,78,12,1,83,51,50,18,61,98,93,67,38,62,59,0
2,45,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,49,13,52,55,7,40,48,55,24,0,0,0,0,0,0,9,14,49,13,52,55,7,40,48,55,0,0,0,0,0,0,0
10,70,32,3,46,40,99,32,83,3,1,0,0,0,0,0,0,9,70,32,3,46,40,99,32,83,3,0,0,0,0,0,0,0
2,86,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,92,2,63,46,65,23,63,0,0,0,0,0,0,0,0,0,6,92,2,63,46,65,23,0,0,0,0,0,0,0,0,0,0
10,74,57,78,92,99,39,26,15,7,30,0,0,0,0,0,0,9,74,57,78,92,99,39,26,15,7,0,0,0,0,0,0,0
7,79,98,83,61,56,98,77,0,0,0,0,0,0,0,0,0,6,79,98,83,61,56,98,0,0,0,0,0,0,0,0,0,0
8,30,60,70,12,87,25,50,31,0,0,0,0,0,0,0,0,7,30,60,70,12,87,25,50,0,0,0,0,0,0,0,0,0
15,66,1,12,5,33,90,75,74,3,44,23,5,80,85,52,0,14,66,1,12,5,33,90,75,74,3,44,23,5,80,85,0,0
9,78,79,12,25,43,38,90,52,29,0,0,0,0,0,0,0,8,78,79,12,25,43,38,90,52,0,0,0,0,0,0,0,0
13,89,25,71,45,54,1,2,24,42,37,30,24,67,0,0,0,12,89,25,71,45,54,1,2,24,42,37,30,24,0,0,0,0
5,67,75,22,79,76,0,0,0,0,0,0,0,0,0,0,0,4,67,75,22,79,0,0,0,0,0,0,0,0,0,0,0,0
14,93,1,31,38,66,42,7,27,96,98,40,69,78,48,0,0,13,93,1,31,38,66,42,7,27,96,98,40,69,78,0,0,0
3,5,88,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,92,22,48,71,36,36,79,75,72,2,0,0,0,0,0,0,9,92,22,48,71,36,36,79,75,72,0,0,0,0,0,0,0
15,98,54,76,3,81,92,8,23,3,15,96,45,89,68,12,0,14,98,54,76,3,81,92,8,23,3,15,96,45,89,68,0,0
16,72,78,56,99,83,33,91,100,10,13,20,86,90,74,66,71,15,72,78,56,99,83,33,91,100,10,13,20,86,90,74,66,0
3,76,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,17,88,59,82,53,0,0,0,0,0,0,0,0,0,0,5,16,17,88,59,82,0,0,0,0,0,0,0,0,0,0,0
5,85,87,62,56,84,0,0,0,0,0,0,0,0,0,0,0,4,85,87,62,56,0,0,0,0,0,0,0,0,0,0,0,0
13,83,74,55,22,28,31,87,35,15,83,62,62,55,0,0,0,12,83,74,55,22,28,31,87,35,15,83,62,62,0,0,0,0
15,2,44,6,66,36,7,1,57,57,16,100,79,14,61,68,0,14,2,44,6,66,36,7,1,57,57,16,100,79,14,61,0,0
5,43,27,96,30,51,0,0,0,0,0,0,0,0,0,0,0,4,43,27,96,30,0,0,0,0,0,0,0,0,0,0,0,0
6,99,15,85,31,43,82,0,0,0,0,0,0,0,0,0,0,5,99,15,85,31,43,0,0,0,0,0,0,0,0,0,0,0
7,28,66,28,59,43,39,74,0,0,0,0,0,0,0,0,0,6,28,66,28,59,43,39,0,0,0,0,0,0,0,0,0,0
9,45,36,50,67,78,17,76,100,24,0,0,0,0,0,0,0,8,45,36,50,67,78,17,76,100,0,0,0,0,0,0,0,0
5,45,39,92,4,64,0,0,0,0,0,0,0,0,0,0,0,4,45,39,92,4,0,0,0,0,0,0,0,0,0,0,0,0
13,47,12,2,28,43,50,4,45,72,80,37,27,88,0,0,0,12,47,12,2,28,43,50,4,45,72,80,37,27,0,0,0,0
6,43,78,46,18,16,13,0,0,0,0,0,0,0,0,0,0,5,43,78,46,18,16,0,0,0,0,0,0,0,0,0,0,0
16,3,92,41,46,16,44,52,10,7,27,3,31,81,7,44,81,15,3,92,41,46,16,44,52,10,7,27,3,31,81,7,44,0
11,25,84,73,96,92,69,99,21,34,80,90,0,0,0,0,0,10,25,84,73,96,92,69,99,21,34,80,0,0,0,0,0,0
5,85,42,27,43,94,0,0,0,0,0,0,0,0,0,0,0,4,85,42,27,43,0,0,0,0,0,0,0,0,0,0,0,0
7,48,26,65,45,11,73,68,0,0,0,0,0,0,0,0,0,6,48,26,65,45,11,73,0,0,0,0,0,0,0,0,0,0
11,32,19,34,27,77,71,20,87,89,13,67,0,0,0,0,0,10,32,19,34,27,77,71,20,87,89,13,0,0,0,0,0,0
7,36,92,78,35,24,100,14,0,0,0,0,0,0,0,0,0,6,36,92,78,35,24,100,0,0,0,0,0,0,0,0,0,0
7,31,61,83,57,81,96,31,0,0,0,0,0,0,0,0,0,6,31,61,83,57,81,96,0,0,0,0,0,0,0,0,0,0
9,57,89,59,30,49,47,86,42,85,0,0,0,0,0,0,0,8,57,89,59,30,49,47,86,42,0,0,0,0,0,0,0,0
12,65,2,70,18,37,77,72,31,97,15,17,4,0,0,0,0,11,65,2,70,18,37,77,72,31,97,15,17,0,0,0,0,0
7,86,50,24,2,43,11,51,0,0,0,0,0,0,0,0,0,6,86,50,24,2,43,11,0,0,0,0,0,0,0,0,0,0
15,80,87,44,19,25,51,88,77,63,39,74,13,65,65,88,0,14,80,87,44,19,25,51,88,77,63,39,74,13,65,65,0,0
4,18,93,50,79,0,0,0,0,0,0,0,0,0,0,0,0,3,18,93,50,0,0,0,0,0,0,0,0,0,0,0,0,0
3,65,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,80,85,5,60,0,0,0,0,0,0,0,0,0,0,0,0,3,80,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,18,18,34,66,73,13,46,38,22,0,0,0,0,0,0,0,8,18,18,34,66,73,13,46,38,0,0,0,0,0,0,0,0
10,33,35,11,16,64,85,84,6,34,74,0,0,0,0,0,0,9,33,35,11,16,64,85,84,6,34,0,0,0,0,0,0,0
1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,60,64,62,15,81,20,36,10,57,0,0,0,0,0,0,0,8,60,64,62,15,81,20,36,10,0,0,0,0,0,0,0,0
11,95,88,5,97,96,10,9,69,69,53,79,0,0,0,0,0,10,95,88,5,97,96,10,9,69,69,53,0,0,0,0,0,0
15,1,91,60,55,73,40,76,52,50,61,62,18,71,61,14,0,14,1,91,60,55,73,40,76,52,50,61,62,18,71,61,0,0
2,56,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,88,37,59,48,12,0,0,0,0,0,0,0,0,0,0,0,4,88,37,59,48,0,0,0,0,0,0,0,0,0,0,0,0
14,8,58,1,38,2,85,45,73,90,100,51,23,4,49,0,0,13,8,58,1,38,2,85,45,73,90,100,51,23,4,0,0,0
3,31,41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,17,42,74,54,76,20,19,35,32,70,71,17,47,0,0,0,12,17,42,74,54,76,20,19,35,32,70,71,17,0,0,0,0
4,79,75,5,89,0,0,0,0,0,0,0,0,0,0,0,0,3,79,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6,49,19,52,2,86,8,0,0,0,0,0,0,0,0,0,0,5,49,19,52,2,86,0,0,0,0,0,0,0,0,0,0,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,96,74,21,61,54,51,49,57,49,76,31,31,24,0,0,0,12,96,74,21,61,54,51,49,57,49,76,31,31,0,0,0,0
16,47,22,6,11,1,69,18,77,44,81,56,51,70,91,48,45,15,47,22,6,11,1,69,18,77,44,81,56,51,70,91,48,0
2,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,75,70,11,78,27,50,0,0,0,0,0,0,0,0,0,0,5,75,70,11,78,27,0,0,0,0,0,0,0,0,0,0,0
7,30,87,60,68,10,32,41,0,0,0,0,0,0,0,0,0,6,30,87,60,68,10,32,0,0,0,0,0,0,0,0,0,0
15,94,90,24,63,25,7,14,63,41,9,58,67,62,4,74,0,14,94,90,24,63,25,7,14,63,41,9,58,67,62,4,0,0
11,27,61,97,81,70,87,42,63,91,23,46,0,0,0,0,0,10,27,61,97,81,70,87,42,63,91,23,0,0,0,0,0,0
1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,98,10,21,37,92,0,0,0,0,0,0,0,0,0,0,0,4,98,10,21,37,0,0,0,0,0,0,0,0,0,0,0,0
14,4,51,24,62,95,90,94,14,53,75,11,67,82,58,0,0,13,4,51,24,62,95,90,94,14,53,75,11,67,82,0,0,0
4,15,84,7,38,0,0,0,0,0,0,0,0,0,0,0,0,3,15,84,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13,84,92,46,51,94,7,36,9,1,49,50,49,82,0,0,0,12,84,92,46,51,94,7,36,9,1,49,50,49,0,0,0,0
3,51,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,26,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,76,18,64,62,90,55,89,44,72,13,19,85,91,0,0,0,12,76,18,64,62,90,55,89,44,72,13,19,85,0,0,0,0
7,38,6,21,88,36,43,25,0,0,0,0,0,0,0,0,0,6,38,6,21,88,36,43,0,0,0,0,0,0,0,0,0,0
15,95,45,37,71,71,10,50,90,6,18,52,50,13,6,58,0,14,95,45,37,71,71,10,50,90,6,18,52,50,13,6,0,0
